xz_axis1_nm,xz_axis2_nm,|E/E0|^2
-1.033593750000000000e+02,-1.279687500000000000e+02,3.327922148139880187e-01
-1.017187500000000000e+02,-1.279687500000000000e+02,3.294350076767016966e-01
-1.000781250000000000e+02,-1.279687500000000000e+02,3.261860497872365872e-01
-9.843750000000000000e+01,-1.279687500000000000e+02,3.230436579597353863e-01
-9.679687500000000000e+01,-1.279687500000000000e+02,3.200059160463477603e-01
-9.515625000000000000e+01,-1.279687500000000000e+02,3.170706769135135383e-01
-9.351562500000000000e+01,-1.279687500000000000e+02,3.142355659434854509e-01
-9.187500000000000000e+01,-1.279687500000000000e+02,3.114979861614599055e-01
-9.023437500000000000e+01,-1.279687500000000000e+02,3.088551250817994642e-01
-8.859375000000000000e+01,-1.279687500000000000e+02,3.063039633578925058e-01
-8.695312500000000000e+01,-1.279687500000000000e+02,3.038412853090504684e-01
-8.531250000000000000e+01,-1.279687500000000000e+02,3.014636913844305210e-01
-8.367187500000000000e+01,-1.279687500000000000e+02,2.991676126081399545e-01
-8.203125000000000000e+01,-1.279687500000000000e+02,2.969493270314594868e-01
-8.039062500000000000e+01,-1.279687500000000000e+02,2.948049781974305672e-01
-7.875000000000000000e+01,-1.279687500000000000e+02,2.927305955999953135e-01
-7.710937500000000000e+01,-1.279687500000000000e+02,2.907221170945053501e-01
-7.546875000000000000e+01,-1.279687500000000000e+02,2.887754131889219700e-01
-7.382812500000000000e+01,-1.279687500000000000e+02,2.868863131155751645e-01
-7.218750000000000000e+01,-1.279687500000000000e+02,2.850506325523169404e-01
-7.054687500000000000e+01,-1.279687500000000000e+02,2.832642028295428993e-01
-6.890625000000000000e+01,-1.279687500000000000e+02,2.815229014264087892e-01
-6.726562500000000000e+01,-1.279687500000000000e+02,2.798226835260514966e-01
-6.562500000000000000e+01,-1.279687500000000000e+02,2.781596143663970788e-01
-6.398437500000000000e+01,-1.279687500000000000e+02,2.765299020907766581e-01
-6.234375000000000000e+01,-1.279687500000000000e+02,2.749299307718101049e-01
-6.070312500000000000e+01,-1.279687500000000000e+02,2.733562932536267032e-01
-5.906250000000000000e+01,-1.279687500000000000e+02,2.718058234321856781e-01
-5.742187500000000000e+01,-1.279687500000000000e+02,2.702756275721011070e-01
-5.578125000000000000e+01,-1.279687500000000000e+02,2.687631142417473695e-01
