wavelength_nm,sigma_sca_m2,sigma_abs_m2
8.553106212424848991e+02,6.364157780118355230e-15,1.340441585319791644e-15
8.587174348697394635e+02,6.242538694803789885e-15,1.318421658528109531e-15
8.621242484969939142e+02,6.123768038127232445e-15,1.296885479754691556e-15
8.655310621242484785e+02,6.007765763783520645e-15,1.275816620118526853e-15
8.689378757515029292e+02,5.894454493965800339e-15,1.255199373364684518e-15
8.723446893787574936e+02,5.783759413085596339e-15,1.235018716916679105e-15
8.757515030060119443e+02,5.675608166673366734e-15,1.215260275394458753e-15
8.791583166332665087e+02,5.569930765143777816e-15,1.195910286419923290e-15
8.825651302605210731e+02,5.466659492133501594e-15,1.176955568546709665e-15
8.859719438877755238e+02,5.365728817141164863e-15,1.158383491163367358e-15
8.893787575150300881e+02,5.267075312219010155e-15,1.140181946231526618e-15
8.927855711422845388e+02,5.170637572483825181e-15,1.122339321731168209e-15
8.961923847695391032e+02,5.076356140231283191e-15,1.104844476695305281e-15
8.995991983967935539e+02,4.984173432452954371e-15,1.087686717725143594e-15
9.030060120240481183e+02,4.896251886147765293e-15,1.070726413516955896e-15
9.064128256513025690e+02,4.810528849578401083e-15,1.054060671596635235e-15
9.098196392785571334e+02,4.726654012727766297e-15,1.037697523609876148e-15
9.132264529058115841e+02,4.644579825387535277e-15,1.021628427774559769e-15
9.166332665330661484e+02,4.564260163928513610e-15,1.005845155851829410e-15
9.200400801603205991e+02,4.485650281925632916e-15,9.903397789565575837e-16
9.234468937875751635e+02,4.408706762763843992e-15,9.751046541284346794e-16
9.268537074148296142e+02,4.333387474131127749e-15,9.601324116031419102e-16
9.302605210420841786e+02,4.259651524309556026e-15,9.454159428226054839e-16
9.336673346693386293e+02,4.187459220181240547e-15,9.309483889354846330e-16
9.370741482965931937e+02,4.116772026869779089e-15,9.167231300298850714e-16
9.404809619238476444e+02,4.047552528943116904e-15,9.027337748514118250e-16
9.438877755511022087e+02,3.979764393107054700e-15,8.889741510590169417e-16
9.472945891783566594e+02,3.913372332322657659e-15,8.754382959734358124e-16
9.507014028056112238e+02,3.848741836245698108e-15,8.626477579034721149e-16
9.541082164328656745e+02,3.786942517174149861e-15,8.520784680721738436e-16
9.575150300601202389e+02,3.726375774733265213e-15,8.416755414983451630e-16
9.609218436873746896e+02,3.667012241903807714e-15,8.314350094804873365e-16
9.643286573146292540e+02,3.608823363625858264e-15,8.213530269686195196e-16
9.677354709418837047e+02,3.551781371260660913e-15,8.114258678018969776e-16
9.711422845691382690e+02,3.495859257956988017e-15,8.016499201647197134e-16
9.745490981963927197e+02,3.441030754886003770e-15,7.920216822497409700e-16
9.779559118236472841e+02,3.387270308309932425e-15,7.825377581167614332e-16
9.813627254509017348e+02,3.334553057451836059e-15,7.731948537373657625e-16
9.847695390781562992e+02,3.282854813134756147e-15,7.639897732155936315e-16
9.881763527054107499e+02,3.232152037160436697e-15,7.549194151755964488e-16
9.915831663326653143e+02,3.182421822398703769e-15,7.459807693076947863e-16
9.949899799599197650e+02,3.133641873560305806e-15,7.371709130648308562e-16
9.983967935871743293e+02,3.085790488626639615e-15,7.284870085017940638e-16
1.001803607214428780e+03,3.039252815619435788e-15,7.195557637451956152e-16
1.005210420841683344e+03,2.993944469961792978e-15,7.104220875170845911e-16
1.008617234468937795e+03,2.949479178813038177e-15,7.014146232074589878e-16
1.012024048096192359e+03,2.905838168992923045e-15,6.925307321399491906e-16
1.015430861723446810e+03,2.863003152352981968e-15,6.837678476324592702e-16
1.018837675350701375e+03,2.820956311569661884e-15,6.751234725735633296e-16
1.022244488977955825e+03,2.779680286401651789e-15,6.665951770960395212e-16
1.025651302605210276e+03,2.739158160394404083e-15,6.581805963432101964e-16
1.029058116232464954e+03,2.699373448015941549e-15,6.498774283236277713e-16
1.032464929859719405e+03,2.660310082208424011e-15,6.416834318501065865e-16
1.035871743486974083e+03,2.621952402340619625e-15,6.335964245592834628e-16
1.039278557114228533e+03,2.584285142547157433e-15,6.256142810080336230e-16
1.042685370741482984e+03,2.547293420440692607e-15,6.177349308431340240e-16
1.046092184368737435e+03,2.510962726183940969e-15,6.099563570412613308e-16
1.049498997995991886e+03,2.475278911908969692e-15,6.022765942157364958e-16
1.052905811623246336e+03,2.440228181471437936e-15,5.946937269874346935e-16
1.056312625250501014e+03,2.405797080528204201e-15,5.872058884168194505e-16
1.059719438877755465e+03,2.371972486927087905e-15,5.798112584945383598e-16
1.063126252505010143e+03,2.338741601397838177e-15,5.725080626880644024e-16
1.066533066132264594e+03,2.306091938534051116e-15,5.652945705418001486e-16
1.069939879759519044e+03,2.274011318055911272e-15,5.581690943286389615e-16
1.073346693386773495e+03,2.242487856344190456e-15,5.511299877504556916e-16
1.076753507014027946e+03,2.211509958236197266e-15,5.441756446857944281e-16
1.080160320641282397e+03,2.181066309074814891e-15,5.373044979824489422e-16
1.083567134268537075e+03,2.151145867001903968e-15,5.305150182933612581e-16
1.086973947895791525e+03,2.121737855487974004e-15,5.238057129537985551e-16
